O*NET-SOC Code	Task ID	Task	Green Task Type	Date	Domain Source
47-2211.00	19860	Perform building commissioning activities by completing mechanical inspections of a building's water, lighting, or heating, ventilating, and air conditioning (HVAC) systems.	New Green Task	07/2014	Incumbent
47-2211.00	19861	Perform sheet metal work necessary for solar panel installations.	New Green Task	07/2014	Incumbent
47-2211.00	19859	Install green architectural sheet metal components, such as cool roofs or hot or cold walls.	New Green Task	07/2014	Incumbent
47-2211.00	19857	Construct components for high-performance wind turbine systems.	New Green Task	07/2014	Incumbent
47-2231.00	17742	Install photovoltaic (PV) systems in accordance with codes and standards using drawings, schematics, and instructions.	New Green Task	07/2012	Incumbent
47-2231.00	17740	Assemble solar modules, panels, or support structures, as specified.	New Green Task	07/2012	Incumbent
47-2231.00	17745	Apply weather sealing to array, building, or support mechanisms.	New Green Task	07/2012	Incumbent
47-2231.00	17747	Determine appropriate sizes, ratings, and locations for all system overcurrent devices, disconnect devices, grounding equipment, and surge suppression equipment.	New Green Task	07/2012	Incumbent
47-2231.00	17756	Install module array interconnect wiring, implementing measures to disable arrays during installation.	New Green Task	07/2012	Incumbent
47-2231.00	17755	Identify methods for laying out, orienting, and mounting modules or arrays to ensure efficient installation, electrical configuration, or system maintenance.	New Green Task	07/2012	Incumbent
47-2231.00	17753	Identify electrical, environmental, and safety hazards associated with photovoltaic (PV) installations.	New Green Task	07/2012	Incumbent
47-2231.00	17751	Examine designs to determine current requirements for all parts of the photovoltaic (PV) system electrical circuit.	New Green Task	07/2012	Incumbent
47-2231.00	17746	Check electrical installation for proper wiring, polarity, grounding, or integrity of terminations.	New Green Task	07/2012	Incumbent
47-2231.00	17761	Test operating voltages to ensure operation within acceptable limits for power conditioning equipment, such as inverters and controllers.	New Green Task	07/2012	Incumbent
47-2231.00	17752	Identify and resolve any deficiencies in photovoltaic (PV) system installation or materials.	New Green Task	07/2012	Incumbent
47-2231.00	17759	Program, adjust, or configure inverters and controls for desired set points and operating modes.	New Green Task	07/2012	Incumbent
47-2231.00	17754	Identify installation locations with proper orientation, area, solar access, or structural integrity for photovoltaic (PV) arrays.	New Green Task	07/2012	Incumbent
47-2231.00	17762	Visually inspect and test photovoltaic (PV) modules or systems.	New Green Task	07/2012	Incumbent
47-2231.00	17757	Install required labels on solar system components and hardware.	New Green Task	07/2012	Incumbent
47-2231.00	17749	Determine photovoltaic (PV) system designs or configurations based on factors such as customer needs, expectations, and site conditions.	New Green Task	07/2012	Incumbent
47-2231.00	17765	Determine materials, equipment, and installation sequences necessary to maximize installation efficiency.	New Green Task	07/2012	Incumbent
47-2231.00	17748	Determine connection interfaces for additional subpanels or for connecting photovoltaic (PV) systems with utility services or other power generation sources.	New Green Task	07/2012	Incumbent
47-2231.00	17743	Perform routine photovoltaic (PV) system maintenance on modules, arrays, batteries, power conditioning equipment, safety systems, structural systems, weather sealing, or balance of systems equipment.	New Green Task	07/2012	Incumbent
47-2231.00	17741	Install active solar systems, including solar collectors, concentrators, pumps, or fans.	New Green Task	07/2012	Incumbent
47-2231.00	17744	Activate photovoltaic (PV) systems to verify system functionality and conformity to performance expectations.	New Green Task	07/2012	Incumbent
47-2231.00	17764	Demonstrate system functionality and performance, including start-up, shut-down, normal operation, and emergency or bypass operations.	New Green Task	07/2012	Incumbent
47-2231.00	17758	Measure and analyze system performance and operating parameters to assess operating condition of systems or equipment.	New Green Task	07/2012	Incumbent
47-2231.00	17763	Compile or maintain records of system operation, performance, and maintenance.	New Green Task	07/2012	Incumbent
47-2231.00	17750	Diagram layouts and locations for photovoltaic (PV) arrays and equipment, including existing building or site features.	New Green Task	07/2012	Incumbent
47-2231.00	17760	Select mechanical designs, installation equipment, or installation plans that conform to environmental, architectural, structural, site, and code requirements.	New Green Task	07/2012	Incumbent
47-4011.00	19865	Inspect facilities or installations to determine their environmental impact.	New Green Task	07/2013	Occupational Expert
47-4011.00	19864	Evaluate project details to ensure adherence to environmental regulations.	New Green Task	07/2013	Occupational Expert
47-4011.00	19866	Monitor construction activities to ensure that environmental regulations are not violated.	New Green Task	07/2013	Occupational Expert
47-4011.00	19863	Conduct environmental hazard inspections to identify or quantify problems such as asbestos, poor air quality, water contamination, or other environmental hazards.	New Green Task	07/2013	Occupational Expert
47-4011.00	19867	Sample and test air to identify gasses, such as bromine, ozone, or sulfur dioxide, or particulates, such as mold, dust, or allergens.	New Green Task	07/2013	Occupational Expert
47-4041.00	20796	Build containment areas prior to beginning abatement or decontamination work.	Existing Green Task	07/2015	Incumbent
47-4041.00	11591	Remove asbestos or lead from surfaces, using hand or power tools such as scrapers, vacuums, or high-pressure sprayers.	Existing Green Task	07/2015	Incumbent
47-4041.00	11594	Identify asbestos, lead, or other hazardous materials to be removed, using monitoring devices.	Existing Green Task	07/2015	Incumbent
47-4041.00	20797	Prepare hazardous material for removal or storage.	Existing Green Task	07/2015	Incumbent
47-4041.00	11584	Comply with prescribed safety procedures or federal laws regulating waste disposal methods.	Existing Green Task	07/2015	Incumbent
47-4041.00	11588	Load or unload materials into containers or onto trucks, using hoists or forklifts.	Existing Green Task	07/2015	Incumbent
47-4041.00	11589	Clean contaminated equipment or areas for re-use, using detergents or solvents, sandblasters, filter pumps, or steam cleaners.	Existing Green Task	07/2015	Incumbent
47-4041.00	19872	Remove or limit contamination following emergencies involving hazardous substances.	New Green Task	07/2015	Incumbent
47-4041.00	19869	Clean mold-contaminated sites by removing damaged porous materials or thoroughly cleaning all contaminated nonporous materials.	New Green Task	07/2015	Incumbent
47-4041.00	11587	Operate machines or equipment to remove, package, store, or transport loads of waste materials.	Existing Green Task	07/2015	Incumbent
47-4041.00	11585	Record numbers of containers stored at disposal sites, specifying amounts or types of equipment or waste disposed.	Existing Green Task	07/2015	Incumbent
47-4041.00	19873	Sort specialized hazardous waste at landfills or disposal centers, following proper disposal procedures.	New Green Task	07/2015	Incumbent
47-4041.00	11598	Operate cranes to move or load baskets, casks, or canisters.	Existing Green Task	07/2015	Incumbent
47-4041.00	11586	Drive trucks or other heavy equipment to convey contaminated waste to designated sea or ground locations.	Existing Green Task	07/2015	Incumbent
47-4041.00	19870	Identify or separate waste products or materials for recycling or reuse.	New Green Task	07/2015	Incumbent
47-4041.00	11592	Upload baskets of irradiated elements onto machines that insert fuel elements into canisters and secure lids.	Existing Green Task	07/2015	Incumbent
47-4041.00	19871	Process e-waste, such as computer components containing lead or mercury.	New Green Task	07/2015	Incumbent
47-4041.00	11597	Organize or track the locations of hazardous items in landfills.	Existing Green Task	07/2015	Incumbent
47-4041.00	11600	Mix or pour concrete into forms to encase waste material for disposal.	Existing Green Task	07/2015	Incumbent
47-4041.00	19868	Apply bioremediation techniques to hazardous wastes to allow naturally occurring bacteria to break down toxic substances.	New Green Task	07/2015	Incumbent
47-4041.00	11596	Package, store, or move irradiated fuel elements in the underwater storage basins of nuclear reactor plants, using machines or equipment.	Existing Green Task	07/2015	Incumbent
47-4099.02	17782	Test operation or functionality of mechanical, plumbing, electrical, and control systems.	New Green Task	07/2015	Incumbent
47-4099.02	17784	Apply weather seal, such as pipe flashings and sealants, to roof penetrations and structural devices.	New Green Task	07/2015	Incumbent
47-4099.02	17780	Install solar collector mounting devices on tile, asphalt, shingle, or built-up gravel roofs, using appropriate materials and penetration methods.	New Green Task	07/2015	Incumbent
47-4099.02	17775	Install copper or plastic plumbing using pipes, fittings, pipe cutters, acetylene torches, solder, wire brushes, sand cloths, flux, plastic pipe cleaners, or plastic glue.	New Green Task	07/2015	Incumbent
47-4099.02	17773	Identify plumbing, electrical, environmental, or safety hazards associated with solar thermal installations.	New Green Task	07/2015	Incumbent
47-4099.02	17786	Demonstrate start-up, shut-down, maintenance, diagnostic, and safety procedures to thermal system owners.	New Green Task	07/2015	Incumbent
47-4099.02	17774	Install circulating pumps using pipe, fittings, soldering equipment, electrical supplies, and hand tools.	New Green Task	07/2015	Incumbent
47-4099.02	17776	Install flat-plat, evacuated glass, or concentrating solar collectors on mounting devices, using brackets or struts.	New Green Task	07/2015	Incumbent
47-4099.02	17781	Install solar thermal system controllers and sensors.	New Green Task	07/2015	Incumbent
47-4099.02	17772	Fill water tanks and check tanks, pipes, and fittings for leaks.	New Green Task	07/2015	Incumbent
47-4099.02	17766	Design active direct or indirect, passive direct or indirect, or pool solar systems.	New Green Task	07/2015	Incumbent
47-4099.02	17771	Determine locations for installing solar subsystem components, including piping, water heaters, valves, and ancillary equipment.	New Green Task	07/2015	Incumbent
47-4099.02	17767	Perform routine maintenance or repairs to restore solar thermal systems to baseline operating conditions.	New Green Task	07/2015	Incumbent
47-4099.02	17777	Install heat exchangers and heat exchanger fluids according to installation manuals and schematics.	New Green Task	07/2015	Incumbent
47-4099.02	17768	Apply operation or identification tags or labels to system components, as required.	New Green Task	07/2015	Incumbent
47-4099.02	17770	Connect water heaters and storage tanks to power and water sources.	New Green Task	07/2015	Incumbent
47-4099.02	17785	Cut, miter, and glue piping insulation to insulate plumbing pipes and fittings.	New Green Task	07/2015	Incumbent
47-4099.02	17779	Install plumbing, such as dip tubes, port fittings, drain tank valves, pressure temperature relief valves, or tanks, according to manufacturer specifications and building codes.	New Green Task	07/2015	Incumbent
47-4099.02	17778	Install monitoring system components, such as flow meters, temperature gauges, and pressure gauges, according to system design and manufacturer specifications.	New Green Task	07/2015	Incumbent
47-4099.02	17769	Assess collector sites to ensure structural integrity of potential mounting surfaces or the best orientation and tilt for solar collectors.	New Green Task	07/2015	Incumbent
47-4099.02	17783	Apply ultraviolet radiation protection to prevent degradation of plumbing.	New Green Task	07/2015	Incumbent
47-4099.03	17789	Test and diagnose air flow systems, using furnace efficiency analysis equipment.	New Green Task	07/2012	Occupational Expert
47-4099.03	17787	Inspect buildings to identify required weatherization measures, including repair work, modification, or replacement.	New Green Task	07/2012	Occupational Expert
47-4099.03	17803	Maintain activity logs, financial transaction logs, or other records of weatherization work performed.	New Green Task	07/2012	Occupational Expert
47-4099.03	17790	Apply insulation materials such as loose, blanket, board, and foam insulation to attics, crawl spaces, basements, or walls.	New Green Task	07/2012	Occupational Expert
47-4099.03	17804	Prepare or assist in the preparation of bids, contracts, or written reports related to weatherization work.	New Green Task	07/2012	Occupational Expert
47-4099.03	17792	Install and seal air ducts, combustion air openings, or ventilation openings to improve heating and cooling efficiency.	New Green Task	07/2012	Occupational Expert
47-4099.03	17788	Recommend weatherization techniques to clients in accordance with needs and applicable energy regulations, codes, policies, or statutes.	New Green Task	07/2012	Occupational Expert
47-4099.03	17791	Explain energy conservation measures, such as the use of low flow showerheads and energy efficient lighting.	New Green Task	07/2012	Occupational Expert
47-4099.03	17802	Explain recommendations, policies, procedures, requirements, or other related information to residents or building owners.	New Green Task	07/2012	Occupational Expert
47-4099.03	17800	Clean and maintain tools and equipment.	New Green Task	07/2012	Occupational Expert
47-4099.03	17801	Contact residents or building owners to schedule appointments.	New Green Task	07/2012	Occupational Expert
47-4099.03	17797	Wrap air ducts and water lines with insulating materials, such as duct wrap and pipe insulation.	New Green Task	07/2012	Occupational Expert
47-4099.03	17796	Prepare cost estimates or specifications for rehabilitation or weatherization services.	New Green Task	07/2012	Occupational Expert
47-4099.03	17795	Prepare and apply weather-stripping, glazing, caulking, or door sweeps to reduce energy losses.	New Green Task	07/2012	Occupational Expert
47-4099.03	17794	Make minor repairs using basic hand or power tools and materials, such as glass, lumber, and drywall.	New Green Task	07/2012	Occupational Expert
47-4099.03	17798	Wrap water heaters with water heater blankets.	New Green Task	07/2012	Occupational Expert
47-4099.03	17799	Apply spackling, compounding, or other materials to repair holes in walls.	New Green Task	07/2012	Occupational Expert
47-4099.03	17793	Install storm windows or storm doors and verify proper fit.	New Green Task	07/2012	Occupational Expert
47-5013.00	19874	Apply green technologies or techniques such as the use of coiled tubing, slim-hole drilling, horizontal drilling, hydraulic fracturing, or gas lift systems.	New Green Task	07/2013	Incumbent
47-5041.00	19875	Apply new technologies developed to minimize the environmental impact of coal mining.	New Green Task	07/2011	Analyst
47-5041.00	19876	Scrape or wash conveyors, using belt scrapers or belt washers, to minimize dust production.	New Green Task	07/2011	Analyst
49-3023.02	8342	Tune automobile engines to ensure proper and efficient functioning.	Existing Green Task	07/2014	Incumbent
49-3023.02	19877	Change spark plugs, fuel filters, air filters, and batteries in hybrid electric vehicles.	New Green Task	07/2014	Incumbent
49-3023.02	19878	Conduct visual inspections of compressed natural gas fuel systems to identify cracks, gouges, abrasions, discoloration, broken fibers, loose brackets, damaged gaskets, or other problems.	New Green Task	07/2014	Incumbent
49-3023.02	19880	Diagnose and replace or repair engine management systems or related sensors for flexible fuel vehicles (FFVs) with ignition timing, fuel rate, alcohol concentration, or air-to-fuel ratio malfunctions.	New Green Task	07/2014	Incumbent
49-3023.02	19882	Replace hydraulically assisted systems with electric-powered systems, such as power steering pumps or air conditioning compressors, to improve fuel economy.	New Green Task	07/2014	Incumbent
49-3023.02	20650	Service or repair butane gas, ethanol, methane, or other alternative or biofuel systems.	Existing Green Task	07/2014	Incumbent
49-3023.02	19885	Service internal combustion engine systems for hybrid electric vehicles.	New Green Task	07/2014	Incumbent
49-3023.02	19879	Diagnose and repair regenerative braking systems or hydraulic systems in hybrid vehicles.	New Green Task	07/2014	Incumbent
49-3023.02	19884	Service biodiesel fuel tanks for algae or sludge accumulation by cleaning, changing filters, or adding algaecides.	New Green Task	07/2014	Incumbent
49-3023.02	20460	Convert vehicle fuel systems from gasoline to butane gas, ethanol, methane, or other alternative or biofuel systems.	Existing Green Task	07/2014	Analyst
49-3023.02	19881	Inspect propane or natural gas high-pressure tanks, piping, or pressure regulators.	New Green Task	07/2011	Analyst
49-3023.02	19883	Retrofit vehicle fuel systems with aftermarket products, such as vapor transfer devices, evaporation control devices, swirlers, lean burn devices, or friction reduction devices, to enhance combustion and fuel efficiency.	New Green Task	07/2011	Analyst
49-3031.00	19887	Follow green operational practices involving conservation of water or energy or reduction of solid waste.	New Green Task	07/2013	Incumbent
49-3031.00	19886	Adjust or repair computer controlled exhaust emissions devices.	New Green Task	07/2013	Incumbent
49-3031.00	19889	Measure vehicle emissions to determine whether they are within acceptable limits.	New Green Task	07/2013	Incumbent
49-3031.00	19888	Maintain or repair vehicles with alternative fuel systems, including biodiesel, hybrid, or compressed natural gas vehicles.	New Green Task	07/2013	Incumbent
49-9021.01	19896	Repair or service heating, ventilating, and air conditioning (HVAC) systems to improve efficiency, such as by changing filters, cleaning ducts, or refilling non-toxic refrigerants.	New Green Task	07/2014	Incumbent
49-9021.01	19890	Install and test automatic, programmable, or wireless thermostats in residential or commercial buildings to minimize energy usage for heating or cooling.	New Green Task	07/2014	Incumbent
49-9021.01	19891	Install dehumidifiers or related equipment for spaces that require cool, dry air to operate efficiently, such as computer rooms.	New Green Task	07/2014	Incumbent
49-9021.01	19892	Install magnetic-centrifugal chillers, compressors, or related equipment to cool air temperatures through the use of recirculating water.	New Green Task	07/2014	Incumbent
49-9021.01	19893	Install or repair air purification systems, such as specialized filters or ultraviolet (UV) light purification systems.	New Green Task	07/2014	Incumbent
49-9021.01	19895	Install radiator controls for room-level zone control heating of residential or commercial buildings.	New Green Task	07/2014	Incumbent
49-9021.01	19894	Install or repair self-contained ground source heat pumps or hybrid ground or air source heat pumps to minimize carbon-based energy consumption and reduce carbon emissions.	New Green Task	07/2014	Incumbent
49-9071.00	19897	Assemble boilers at installation sites, using tools such as levels, plumb bobs, hammers, torches, or other hand tools.	New Green Task	07/2014	Incumbent
49-9071.00	19899	Perform routine maintenance on boilers, such as replacing burners or hoses, installing replacement parts, or reinforcing structural weaknesses to ensure optimal boiler efficiency.	New Green Task	07/2014	Incumbent
49-9071.00	19898	Install equipment to improve the energy or operational efficiency of residential or commercial buildings.	New Green Task	07/2014	Incumbent
49-9071.00	19900	Position, attach, or blow insulating materials to prevent energy losses from buildings, pipes, or other structures or objects.	New Green Task	07/2014	Incumbent
49-9081.00	17808	Diagnose problems involving wind turbine generators or control systems.	New Green Task	07/2013	Incumbent
49-9081.00	17807	Climb wind turbine towers to inspect, maintain, or repair equipment.	New Green Task	07/2013	Incumbent
49-9081.00	17811	Test electrical components of wind systems with devices such as voltage testers, multimeters, oscilloscopes, infrared testers, or fiber optic equipment.	New Green Task	07/2013	Incumbent
49-9081.00	17810	Start or restart wind turbine generator systems to ensure proper operations.	New Green Task	07/2013	Incumbent
49-9081.00	17806	Troubleshoot or repair mechanical, hydraulic, or electrical malfunctions related to variable pitch systems, variable speed control systems, converter systems, or related components.	New Green Task	07/2013	Incumbent
49-9081.00	17815	Maintain tool and spare parts inventories required for repair, installation, or replacement services.	New Green Task	07/2013	Incumbent
49-9081.00	17809	Perform routine maintenance on wind turbine equipment, underground transmission systems, wind fields substations, or fiber optic sensing and control systems.	New Green Task	07/2013	Incumbent
49-9081.00	17812	Test structures, controls, or mechanical, hydraulic, or electrical systems, according to test plans or in coordination with engineers.	New Green Task	07/2013	Incumbent
49-9081.00	17814	Collect turbine data for testing or research and analysis.	New Green Task	07/2013	Incumbent
49-9081.00	17805	Inspect or repair fiberglass turbine blades.	New Green Task	07/2013	Incumbent
49-9081.00	17817	Train end-users, distributors, installers, or other technicians in wind commissioning, testing, or other technical procedures.	New Green Task	07/2013	Incumbent
49-9081.00	17816	Operate manufacturing equipment to fabricate wind turbines.	New Green Task	07/2013	Incumbent
49-9081.00	17813	Assist in assembly of individual wind generators or construction of wind farms.	New Green Task	07/2013	Incumbent
49-9099.01	17932	Identify and correct malfunctions of geothermal plant equipment, electrical systems, instrumentation, or controls.	New Green Task	07/2011	Incumbent
49-9099.01	17934	Monitor and adjust operations of geothermal power plant equipment or systems.	New Green Task	07/2011	Incumbent
49-9099.01	17935	Adjust power production systems to meet load and distribution demands.	New Green Task	07/2011	Incumbent
49-9099.01	17950	Collect and record data associated with operating geothermal power plants or well fields.	New Green Task	07/2011	Incumbent
49-9099.01	17955	Prepare and maintain logs, reports, or other documentation of work performed.	New Green Task	07/2011	Incumbent
49-9099.01	17952	Install and maintain geothermal plant electrical protection equipment.	New Green Task	07/2011	Incumbent
49-9099.01	17944	Maintain electrical switchgear, process controls, transmitters, gauges, and control equipment in accordance with geothermal plant procedures.	New Green Task	07/2011	Incumbent
49-9099.01	17945	Maintain, calibrate, or repair plant instrumentation, control, and electronic devices in geothermal plants.	New Green Task	07/2011	Incumbent
49-9099.01	17951	Determine whether emergency or auxiliary systems will be needed to keep properties heated or cooled in extreme weather conditions.	New Green Task	07/2011	Incumbent
49-9099.01	17956	Test water sources for factors such as flow volume and contaminant presence.	New Green Task	07/2011	Incumbent
49-9099.01	17943	Install and maintain geothermal system instrumentation or controls.	New Green Task	07/2011	Incumbent
49-9099.01	17941	Prepare newly installed geothermal heat systems for operation by flushing, purging, or other actions.	New Green Task	07/2011	Incumbent
49-9099.01	17949	Apply coatings or operate systems to mitigate corrosion of geothermal plant equipment or structures.	New Green Task	07/2011	Incumbent
49-9099.01	17954	Operate equipment such as excavators, backhoes, rock hammers, trench compactors, pavement saws, grout mixers or pumps, geothermal loop reels, and coil tubing units (CTU).	New Green Task	07/2011	Incumbent
49-9099.01	17942	Identify equipment options, such as compressors, and make appropriate selections.	New Green Task	07/2011	Incumbent
49-9099.01	17946	Perform pre- and post-installation pressure, flow, and related tests of vertical and horizontal geothermal loop piping.	New Green Task	07/2011	Incumbent
49-9099.01	17933	Install, maintain, or repair ground or water source-coupled heat pumps to heat and cool residential or commercial building air or water.	New Green Task	07/2011	Incumbent
49-9099.01	17957	Weld piping, such as high density polyethylene (HDPE) piping, using techniques such as butt, socket, side-wall, and electro-fusion welding.	New Green Task	07/2011	Incumbent
49-9099.01	17939	Determine the type of geothermal loop system most suitable to a specific property and its heating and cooling needs.	New Green Task	07/2011	Incumbent
49-9099.01	17940	Dig trenches for system piping to appropriate depths and lay piping in trenches.	New Green Task	07/2011	Incumbent
49-9099.01	17938	Design and lay out geothermal heat systems according to property characteristics, heating and cooling requirements, piping and equipment requirements, applicable regulations, or other factors.	New Green Task	07/2011	Incumbent
49-9099.01	17953	Integrate hot water heater systems with geothermal heat exchange systems.	New Green Task	07/2011	Incumbent
49-9099.01	17936	Backfill piping trenches to protect pipes from damage.	New Green Task	07/2011	Incumbent
49-9099.01	17937	Calculate heat loss and heat gain factors for residential properties to determine heating and cooling required by installed geothermal systems.	New Green Task	07/2011	Incumbent
51-2011.00	19901	Assemble prototypes or integrated-technology demonstrators of new or emerging environmental technologies for aircraft.	New Green Task	07/2015	Incumbent
51-2011.00	19904	Monitor robotic assembly equipment, such as snake-arm robots, used to assemble, seal, or swage aircraft structures.	New Green Task	07/2015	Incumbent
51-2011.00	19903	Clean aircraft structures, parts, or components, using aqueous, semi-aqueous, aliphatic hydrocarbon, or organic solvent cleaning products or techniques to reduce carbon or other harmful emissions.	New Green Task	07/2015	Incumbent
51-2011.00	19902	Capture or segregate waste material, such as aluminum swarf, machine cutting fluid, or solvents, for recycling or environmentally responsible disposal.	New Green Task	07/2015	Incumbent
51-4041.00	19905	Dispose of scrap or waste material in accordance with company policies and environmental regulations.	New Green Task	07/2012	Incumbent
51-4041.00	19906	Separate scrap waste and related materials for reuse, recycling, or disposal.	New Green Task	07/2012	Incumbent
51-8011.00	19911	Operate nuclear power reactors in accordance with policies and procedures to protect workers from radiation and to ensure environmental safety.	New Green Task	07/2014	Incumbent
51-8011.00	19912	Supervise technicians' work activities to ensure that equipment is operated in accordance with policies and procedures that protect workers from radiation and ensure environmental safety.	New Green Task	07/2014	Incumbent
51-8011.00	19907	Authorize actions to correct identified operational inefficiencies or hazards so that operating efficiency is maximized and potential environmental issues are minimized.	New Green Task	07/2014	Incumbent
51-8011.00	19909	Direct the collection and testing of air, water, gas, or solid samples to determine radioactivity levels or to ensure appropriate radioactive containment.	New Green Task	07/2014	Incumbent
51-8011.00	19908	Direct measurement of the intensity or types of radiation in work areas, equipment, or materials.	New Green Task	07/2014	Incumbent
51-8011.00	19910	Identify or direct implementation of appropriate decontamination procedures, based on equipment and the size, nature, and type of contamination.	New Green Task	07/2014	Incumbent
51-8013.00	19915	Operate, control, or monitor equipment, such as acid or gas carbon dioxide removal units, carbon dioxide compressors, and pipelines, to capture, store, or transport carbon dioxide exhaust.	New Green Task	07/2014	Incumbent
51-8013.00	19916	Operate, control, or monitor gasifiers or related equipment, such as coolers, water quenches, water gas shifts reactors, or sulfur recovery units, to produce syngas or electricity from coal.	New Green Task	07/2014	Incumbent
51-8013.00	19917	Operate, control, or monitor integrated gasification combined cycle (IGCC) or related equipment, such as air separation units, to generate electricity from coal.	New Green Task	07/2014	Incumbent
51-8013.00	19914	Operate or maintain distributed power generation equipment, including fuel cells or microturbines, to produce energy on-site for manufacturing or other commercial purposes.	New Green Task	07/2014	Incumbent
51-8013.00	19913	Inspect thermal barrier coatings on integrated gasification combined cycle (IGCC) equipment for sintering, phase destabilization, or temperature variances to ensure compliance with standards and insulation efficiency.	New Green Task	07/2014	Incumbent
51-8099.01	17818	Calculate, measure, load, or mix refined feedstock used in biofuels production.	New Green Task	06/2009	Analyst
51-8099.01	17819	Operate chemical processing equipment for the production of biofuels.	New Green Task	06/2009	Analyst
51-8099.01	17820	Operate equipment, such as a centrifuge, to extract biofuels products and secondary by-products or reusable fractions.	New Green Task	06/2009	Analyst
51-8099.01	17821	Operate valves, pumps, engines, or generators to control and adjust biofuels production.	New Green Task	06/2009	Analyst
51-8099.01	17822	Process refined feedstock with additives in fermentation or reaction process vessels.	New Green Task	06/2009	Analyst
51-8099.01	17823	Assess the quality of biofuels additives for reprocessing.	New Green Task	06/2009	Analyst
51-8099.01	17824	Calibrate liquid flow devices and meters including fuel, chemical, and water meters.	New Green Task	06/2009	Analyst
51-8099.01	17825	Collect biofuels samples and perform routine laboratory tests or analyses to assess biofuels quality.	New Green Task	06/2009	Analyst
51-8099.01	17826	Inspect biofuels plant or processing equipment regularly, recording or reporting damage and mechanical problems.	New Green Task	06/2009	Analyst
51-8099.01	17827	Measure and monitor raw biofuels feedstock.	New Green Task	06/2009	Analyst
51-8099.01	17828	Monitor and record biofuels processing data.	New Green Task	06/2009	Analyst
51-8099.01	17829	Monitor and record flow meter performance.	New Green Task	06/2009	Analyst
51-8099.01	17830	Monitor batch, continuous flow, or hybrid biofuels production processes.	New Green Task	06/2009	Analyst
51-8099.01	17831	Monitor stored biofuels products or secondary by-products until reused or transferred to users.	New Green Task	06/2009	Analyst
51-8099.01	17832	Preprocess feedstock in preparation for physical, chemical, or biological fuel production processes.	New Green Task	06/2009	Analyst
51-8099.01	17833	Clean biofuels processing work area, ensuring compliance with safety regulations.	New Green Task	06/2009	Analyst
51-8099.01	17834	Coordinate raw product sourcing or collection.	New Green Task	06/2009	Analyst
51-8099.01	17835	Perform routine maintenance on mechanical, electrical, or electronic equipment or instruments used in the processing of biofuels.	New Green Task	06/2009	Analyst
51-8099.01	17836	Rebuild, repair, or replace biofuels processing equipment components.	New Green Task	06/2009	Analyst
51-8099.02	17837	Operate landfill gas, methane, or natural gas fueled electrical generation systems.	New Green Task	06/2009	Analyst
51-8099.02	17838	Perform routine maintenance or minor repairs to landfill gas collection and power generation systems, including equipment such as pneumatic pumps, blower or flare systems, and condensate management systems.	New Green Task	06/2009	Analyst
51-8099.02	17839	Balance individual gas extraction wells at landfill gas facilities.	New Green Task	06/2009	Analyst
51-8099.02	17840	Diagnose or troubleshoot problems with methane or landfill gas collection systems.	New Green Task	06/2009	Analyst
51-8099.02	17841	Download landfill gas well field monitoring data.	New Green Task	06/2009	Analyst
51-8099.02	17842	Measure landfill gas vegetative covering, installing additional covering as required.	New Green Task	06/2009	Analyst
51-8099.02	17843	Measure liquid levels in landfill gas extraction wells.	New Green Task	06/2009	Analyst
51-8099.02	17844	Monitor landfill well fields periodically to ensure proper functioning and performance.	New Green Task	06/2009	Analyst
51-8099.02	17845	Prepare and submit compliance, operational, and safety forms or reports.	New Green Task	06/2009	Analyst
51-8099.02	17846	Read, interpret, and adjust monitoring equipment, such as flow meters and pressure or vacuum gauges.	New Green Task	06/2009	Analyst
51-8099.02	17847	Record and maintain log of well-head gauge pressure readings.	New Green Task	06/2009	Analyst
51-8099.02	17848	Verify that well field monitoring data conforms to applicable regulations.	New Green Task	06/2009	Analyst
51-8099.02	17849	Analyze the layout, instrumentation, or function of electrical generation or transmission facilities.	New Green Task	06/2009	Analyst
51-8099.02	17850	Monitor landfill gas perimeter probes to identify landfill gas migration.	New Green Task	06/2009	Analyst
51-8099.02	17851	Perform landfill surface scans to determine overall effectiveness of the landfill gas site.	New Green Task	06/2009	Analyst
51-8099.02	17852	Repair or replace landfill gas piping.	New Green Task	06/2009	Analyst
51-8099.02	17853	Trace electrical circuitry for landfill gas buildings to ensure compliance of electrical systems with applicable codes or laws.	New Green Task	06/2009	Analyst
51-8099.03	17861	Operate biomass fuel-burning boiler or biomass fuel gasification system equipment in accordance with specifications or instructions.	New Green Task	07/2012	Incumbent
51-8099.03	17855	Operate valves, pumps, engines, or generators to control and adjust production of biofuels or biomass-fueled power.	New Green Task	07/2012	Incumbent
51-8099.03	17863	Operate equipment to start, stop, or regulate biomass-fueled generators, generator units, boilers, engines, or auxiliary systems.	New Green Task	07/2012	Incumbent
51-8099.03	17860	Inspect biomass power plant or processing equipment, recording or reporting damage and mechanical problems.	New Green Task	07/2012	Incumbent
51-8099.03	17866	Record or report operational data such as readings on meters, instruments, and gauges.	New Green Task	07/2012	Incumbent
51-8099.03	17867	Clean work areas to ensure compliance with safety regulations.	New Green Task	07/2012	Incumbent
51-8099.03	17854	Measure and monitor raw biomass feedstock, including wood, waste, or refuse materials.	New Green Task	07/2012	Incumbent
51-8099.03	17856	Perform routine maintenance or make minor repairs to mechanical, electrical, or electronic equipment in biomass plants.	New Green Task	07/2012	Incumbent
